f	pi	p0	pw
0.02564	701.0	426.0	8.0
0.05128	212.0	138.0	7.0
0.07692	130.0	101.0	1.0
0.10256	92.0	84.0	4.0
0.12821	71.0	74.0	1.0
0.15385	53.0	49.0	0.0
0.17949	35.0	35.0	0.0
0.20513	33.0	32.0	0.0
0.23077	14.0	30.0	0.0
0.25641	25.0	32.0	0.0
0.28205	20.0	27.0	1.0
0.30769	12.0	29.0	0.0
0.33333	19.0	27.0	2.0
0.35897	6.0	19.0	0.0
0.38462	17.0	24.0	2.0
0.41026	16.0	21.0	2.0
0.4359	10.0	13.0	0.0
0.46154	16.0	25.0	0.0
0.48718	6.0	13.0	0.0
0.51282	14.0	12.0	0.0
0.53846	3.0	16.0	0.0
0.5641	5.0	14.0	0.0
0.58974	3.0	18.0	0.0
0.61538	6.0	13.0	0.0
0.64103	4.0	12.0	0.0
0.66667	11.0	27.0	1.0
0.69231	14.0	13.0	1.0
0.71795	3.0	10.0	0.0
0.74359	7.0	4.0	0.0
0.76923	4.0	13.0	1.0
0.79487	6.0	3.0	0.0
0.82051	12.0	11.0	1.0
0.84615	9.0	1.0	0.0
0.87179	6.0	12.0	0.0
0.89744	1.0	8.0	0.0
0.92308	8.0	6.0	0.0
0.94872	7.0	11.0	0.0
0.97436	1.0	7.0	0.0
1.0	7.0	7.0	0.0
