f	pi	p0	pw
0.02564	684.0	369.0	13.0
0.05128	220.0	137.0	4.0
0.07692	126.0	103.0	3.0
0.10256	90.0	97.0	5.0
0.12821	70.0	77.0	2.0
0.15385	39.0	67.0	0.0
0.17949	47.0	25.0	0.0
0.20513	45.0	36.0	1.0
0.23077	17.0	20.0	0.0
0.25641	25.0	34.0	0.0
0.28205	24.0	40.0	1.0
0.30769	15.0	29.0	0.0
0.33333	26.0	25.0	0.0
0.35897	17.0	17.0	2.0
0.38462	21.0	29.0	0.0
0.41026	7.0	27.0	0.0
0.4359	8.0	10.0	0.0
0.46154	13.0	22.0	0.0
0.48718	6.0	16.0	0.0
0.51282	20.0	22.0	0.0
0.53846	5.0	14.0	0.0
0.5641	6.0	13.0	0.0
0.58974	6.0	14.0	0.0
0.61538	9.0	14.0	0.0
0.64103	11.0	16.0	1.0
0.66667	8.0	13.0	1.0
0.69231	12.0	13.0	3.0
0.71795	7.0	10.0	0.0
0.74359	11.0	4.0	0.0
0.76923	8.0	12.0	1.0
0.79487	8.0	5.0	0.0
0.82051	16.0	20.0	1.0
0.84615	4.0	3.0	0.0
0.87179	3.0	9.0	0.0
0.89744	6.0	7.0	0.0
0.92308	8.0	13.0	0.0
0.94872	8.0	9.0	0.0
0.97436	1.0	1.0	0.0
1.0	5.0	9.0	0.0
