f	pi	p0	pw
0.02564	663.0	385.0	10.0
0.05128	228.0	147.0	10.0
0.07692	121.0	87.0	2.0
0.10256	82.0	85.0	9.0
0.12821	69.0	71.0	7.0
0.15385	47.0	61.0	0.0
0.17949	29.0	29.0	0.0
0.20513	44.0	37.0	0.0
0.23077	16.0	28.0	0.0
0.25641	26.0	26.0	0.0
0.28205	16.0	28.0	2.0
0.30769	9.0	26.0	0.0
0.33333	27.0	20.0	0.0
0.35897	8.0	27.0	0.0
0.38462	27.0	25.0	0.0
0.41026	9.0	19.0	0.0
0.4359	12.0	15.0	0.0
0.46154	8.0	22.0	0.0
0.48718	4.0	10.0	0.0
0.51282	12.0	16.0	0.0
0.53846	5.0	25.0	0.0
0.5641	5.0	17.0	0.0
0.58974	4.0	13.0	0.0
0.61538	3.0	9.0	0.0
0.64103	10.0	19.0	1.0
0.66667	16.0	15.0	2.0
0.69231	6.0	13.0	1.0
0.71795	5.0	13.0	0.0
0.74359	6.0	9.0	0.0
0.76923	8.0	12.0	0.0
0.79487	7.0	5.0	0.0
0.82051	17.0	12.0	2.0
0.84615	5.0	1.0	0.0
0.87179	7.0	15.0	0.0
0.89744	4.0	13.0	0.0
0.92308	4.0	15.0	0.0
0.94872	4.0	6.0	0.0
0.97436	3.0	2.0	0.0
1.0	6.0	11.0	0.0
