f	pi	p0	pw
0.02564	703.0	394.0	12.0
0.05128	246.0	172.0	5.0
0.07692	131.0	116.0	4.0
0.10256	80.0	74.0	3.0
0.12821	68.0	67.0	3.0
0.15385	40.0	42.0	0.0
0.17949	42.0	30.0	0.0
0.20513	32.0	33.0	1.0
0.23077	15.0	25.0	0.0
0.25641	33.0	31.0	0.0
0.28205	31.0	34.0	2.0
0.30769	8.0	26.0	0.0
0.33333	15.0	22.0	0.0
0.35897	14.0	21.0	2.0
0.38462	28.0	17.0	2.0
0.41026	7.0	21.0	0.0
0.4359	16.0	15.0	0.0
0.46154	8.0	24.0	0.0
0.48718	4.0	11.0	0.0
0.51282	3.0	17.0	0.0
0.53846	6.0	27.0	0.0
0.5641	6.0	20.0	0.0
0.58974	6.0	16.0	0.0
0.61538	7.0	10.0	0.0
0.64103	5.0	20.0	0.0
0.66667	12.0	14.0	2.0
0.69231	5.0	15.0	1.0
0.71795	6.0	11.0	0.0
0.74359	12.0	6.0	0.0
0.76923	5.0	13.0	0.0
0.79487	5.0	7.0	0.0
0.82051	9.0	8.0	2.0
0.84615	11.0	2.0	0.0
0.87179	7.0	19.0	0.0
0.89744	4.0	8.0	0.0
0.92308	6.0	12.0	0.0
0.94872	3.0	11.0	0.0
0.97436	3.0	2.0	0.0
1.0	5.0	11.0	0.0
