f	pi	p0	pw
0.02564	688.0	423.0	17.0
0.05128	204.0	142.0	4.0
0.07692	116.0	85.0	3.0
0.10256	81.0	82.0	4.0
0.12821	60.0	77.0	2.0
0.15385	38.0	52.0	0.0
0.17949	33.0	34.0	0.0
0.20513	39.0	31.0	3.0
0.23077	16.0	28.0	0.0
0.25641	28.0	33.0	0.0
0.28205	33.0	29.0	4.0
0.30769	17.0	27.0	0.0
0.33333	13.0	17.0	0.0
0.35897	12.0	33.0	1.0
0.38462	18.0	25.0	0.0
0.41026	18.0	22.0	2.0
0.4359	13.0	14.0	0.0
0.46154	10.0	24.0	0.0
0.48718	8.0	10.0	0.0
0.51282	13.0	9.0	0.0
0.53846	5.0	14.0	0.0
0.5641	5.0	20.0	0.0
0.58974	7.0	20.0	0.0
0.61538	10.0	4.0	0.0
0.64103	5.0	21.0	1.0
0.66667	10.0	24.0	2.0
0.69231	7.0	14.0	0.0
0.71795	3.0	14.0	0.0
0.74359	8.0	3.0	0.0
0.76923	3.0	10.0	0.0
0.79487	5.0	9.0	0.0
0.82051	3.0	12.0	0.0
0.84615	10.0	1.0	0.0
0.87179	6.0	9.0	0.0
0.89744	5.0	7.0	0.0
0.92308	5.0	15.0	0.0
0.94872	7.0	7.0	0.0
0.97436	1.0	1.0	0.0
1.0	6.0	11.0	0.0
