f	pi	p0	pw
0.02564	688.0	419.0	13.0
0.05128	220.0	127.0	9.0
0.07692	112.0	97.0	1.0
0.10256	83.0	75.0	7.0
0.12821	64.0	59.0	6.0
0.15385	38.0	50.0	0.0
0.17949	40.0	37.0	0.0
0.20513	38.0	28.0	1.0
0.23077	16.0	21.0	0.0
0.25641	26.0	30.0	0.0
0.28205	14.0	29.0	0.0
0.30769	20.0	26.0	0.0
0.33333	11.0	26.0	1.0
0.35897	14.0	18.0	0.0
0.38462	22.0	16.0	1.0
0.41026	7.0	23.0	2.0
0.4359	11.0	10.0	0.0
0.46154	7.0	36.0	0.0
0.48718	8.0	19.0	0.0
0.51282	12.0	11.0	0.0
0.53846	6.0	21.0	0.0
0.5641	9.0	19.0	0.0
0.58974	5.0	12.0	0.0
0.61538	5.0	5.0	0.0
0.64103	8.0	13.0	1.0
0.66667	16.0	16.0	4.0
0.69231	6.0	17.0	0.0
0.71795	6.0	11.0	0.0
0.74359	9.0	1.0	0.0
0.76923	3.0	17.0	0.0
0.79487	7.0	0.0	0.0
0.82051	13.0	11.0	0.0
0.84615	7.0	7.0	0.0
0.87179	10.0	11.0	0.0
0.89744	5.0	12.0	0.0
0.92308	2.0	12.0	0.0
0.94872	4.0	6.0	0.0
0.97436	1.0	1.0	0.0
1.0	6.0	5.0	0.0
