f	pi	p0	pw
0.02564	652.0	432.0	4.0
0.05128	234.0	145.0	6.0
0.07692	123.0	99.0	4.0
0.10256	65.0	79.0	7.0
0.12821	68.0	86.0	8.0
0.15385	29.0	49.0	0.0
0.17949	42.0	40.0	0.0
0.20513	29.0	43.0	0.0
0.23077	19.0	22.0	0.0
0.25641	31.0	26.0	0.0
0.28205	18.0	33.0	1.0
0.30769	31.0	38.0	0.0
0.33333	20.0	21.0	0.0
0.35897	10.0	25.0	1.0
0.38462	18.0	24.0	0.0
0.41026	9.0	35.0	0.0
0.4359	10.0	22.0	0.0
0.46154	6.0	23.0	0.0
0.48718	8.0	9.0	0.0
0.51282	12.0	10.0	0.0
0.53846	8.0	18.0	0.0
0.5641	1.0	17.0	0.0
0.58974	4.0	13.0	0.0
0.61538	5.0	8.0	0.0
0.64103	7.0	19.0	0.0
0.66667	11.0	15.0	3.0
0.69231	10.0	15.0	2.0
0.71795	5.0	15.0	0.0
0.74359	5.0	4.0	0.0
0.76923	4.0	18.0	0.0
0.79487	7.0	2.0	0.0
0.82051	17.0	7.0	1.0
0.84615	7.0	7.0	0.0
0.87179	8.0	2.0	0.0
0.89744	4.0	5.0	0.0
0.92308	4.0	15.0	0.0
0.94872	2.0	13.0	0.0
0.97436	3.0	2.0	0.0
1.0	4.0	5.0	0.0
