f	pi	p0	pw
0.02564	648.0	381.0	10.0
0.05128	224.0	129.0	1.0
0.07692	119.0	116.0	2.0
0.10256	92.0	86.0	6.0
0.12821	69.0	71.0	5.0
0.15385	34.0	56.0	0.0
0.17949	35.0	38.0	0.0
0.20513	38.0	27.0	0.0
0.23077	15.0	31.0	0.0
0.25641	28.0	42.0	0.0
0.28205	23.0	28.0	0.0
0.30769	17.0	24.0	0.0
0.33333	29.0	29.0	0.0
0.35897	11.0	23.0	1.0
0.38462	25.0	34.0	1.0
0.41026	9.0	19.0	1.0
0.4359	7.0	18.0	0.0
0.46154	11.0	18.0	0.0
0.48718	5.0	9.0	0.0
0.51282	15.0	8.0	0.0
0.53846	9.0	22.0	0.0
0.5641	6.0	18.0	0.0
0.58974	5.0	13.0	0.0
0.61538	5.0	6.0	0.0
0.64103	7.0	13.0	1.0
0.66667	11.0	15.0	3.0
0.69231	6.0	14.0	2.0
0.71795	3.0	15.0	0.0
0.74359	4.0	8.0	0.0
0.76923	7.0	12.0	2.0
0.79487	5.0	2.0	0.0
0.82051	16.0	4.0	2.0
0.84615	14.0	4.0	0.0
0.87179	7.0	11.0	0.0
0.89744	1.0	9.0	0.0
0.92308	0.0	13.0	0.0
0.94872	6.0	4.0	0.0
0.97436	2.0	0.0	0.0
1.0	8.0	8.0	0.0
