f	pi	p0	pw
0.02564	633.0	397.0	7.0
0.05128	235.0	135.0	1.0
0.07692	119.0	109.0	0.0
0.10256	93.0	77.0	7.0
0.12821	73.0	68.0	3.0
0.15385	46.0	57.0	0.0
0.17949	39.0	35.0	0.0
0.20513	46.0	31.0	1.0
0.23077	16.0	23.0	0.0
0.25641	30.0	25.0	0.0
0.28205	20.0	26.0	1.0
0.30769	25.0	42.0	0.0
0.33333	25.0	27.0	0.0
0.35897	13.0	22.0	1.0
0.38462	20.0	26.0	0.0
0.41026	12.0	19.0	1.0
0.4359	14.0	26.0	0.0
0.46154	11.0	15.0	0.0
0.48718	2.0	9.0	0.0
0.51282	21.0	23.0	0.0
0.53846	10.0	16.0	0.0
0.5641	4.0	19.0	0.0
0.58974	0.0	9.0	0.0
0.61538	7.0	5.0	0.0
0.64103	13.0	15.0	5.0
0.66667	7.0	12.0	1.0
0.69231	6.0	20.0	2.0
0.71795	3.0	13.0	0.0
0.74359	9.0	9.0	0.0
0.76923	6.0	21.0	0.0
0.79487	5.0	2.0	0.0
0.82051	12.0	7.0	0.0
0.84615	4.0	3.0	0.0
0.87179	9.0	12.0	0.0
0.89744	2.0	5.0	0.0
0.92308	5.0	16.0	0.0
0.94872	7.0	6.0	0.0
0.97436	2.0	0.0	0.0
1.0	6.0	7.0	0.0
