f	pi	p0	pw
0.02564	653.0	389.0	7.0
0.05128	190.0	153.0	3.0
0.07692	132.0	94.0	4.0
0.10256	96.0	63.0	9.0
0.12821	60.0	72.0	2.0
0.15385	39.0	71.0	0.0
0.17949	31.0	38.0	0.0
0.20513	40.0	31.0	1.0
0.23077	13.0	24.0	0.0
0.25641	16.0	23.0	0.0
0.28205	27.0	31.0	0.0
0.30769	24.0	39.0	0.0
0.33333	18.0	23.0	1.0
0.35897	16.0	24.0	0.0
0.38462	18.0	23.0	0.0
0.41026	13.0	19.0	1.0
0.4359	11.0	19.0	0.0
0.46154	13.0	25.0	0.0
0.48718	6.0	16.0	0.0
0.51282	18.0	11.0	0.0
0.53846	13.0	17.0	0.0
0.5641	2.0	17.0	0.0
0.58974	8.0	25.0	0.0
0.61538	8.0	9.0	0.0
0.64103	6.0	19.0	0.0
0.66667	13.0	16.0	1.0
0.69231	9.0	12.0	1.0
0.71795	8.0	15.0	0.0
0.74359	11.0	6.0	0.0
0.76923	8.0	13.0	2.0
0.79487	6.0	0.0	0.0
0.82051	15.0	10.0	2.0
0.84615	7.0	3.0	0.0
0.87179	8.0	11.0	0.0
0.89744	6.0	14.0	0.0
0.92308	9.0	13.0	0.0
0.94872	4.0	6.0	0.0
0.97436	1.0	1.0	0.0
1.0	1.0	6.0	0.0
