f	pi	p0	pw
0.02564	675.0	396.0	9.0
0.05128	212.0	152.0	4.0
0.07692	110.0	107.0	3.0
0.10256	74.0	77.0	2.0
0.12821	78.0	82.0	2.0
0.15385	37.0	51.0	0.0
0.17949	30.0	33.0	0.0
0.20513	44.0	27.0	0.0
0.23077	14.0	24.0	0.0
0.25641	36.0	45.0	0.0
0.28205	23.0	36.0	0.0
0.30769	18.0	28.0	0.0
0.33333	24.0	24.0	1.0
0.35897	13.0	26.0	0.0
0.38462	13.0	35.0	1.0
0.41026	10.0	24.0	1.0
0.4359	14.0	17.0	0.0
0.46154	11.0	23.0	0.0
0.48718	16.0	15.0	0.0
0.51282	14.0	14.0	0.0
0.53846	9.0	16.0	0.0
0.5641	5.0	21.0	0.0
0.58974	4.0	20.0	0.0
0.61538	4.0	9.0	0.0
0.64103	3.0	11.0	1.0
0.66667	5.0	20.0	0.0
0.69231	7.0	19.0	3.0
0.71795	7.0	7.0	0.0
0.74359	11.0	6.0	0.0
0.76923	9.0	18.0	0.0
0.79487	9.0	0.0	0.0
0.82051	10.0	9.0	1.0
0.84615	10.0	2.0	0.0
0.87179	5.0	9.0	0.0
0.89744	5.0	5.0	0.0
0.92308	10.0	16.0	0.0
0.94872	4.0	8.0	0.0
0.97436	0.0	3.0	0.0
1.0	2.0	10.0	0.0
