f	pi	p0	pw
0.02564	699.0	393.0	10.0
0.05128	223.0	166.0	8.0
0.07692	118.0	82.0	3.0
0.10256	93.0	82.0	5.0
0.12821	78.0	62.0	3.0
0.15385	42.0	53.0	0.0
0.17949	46.0	32.0	0.0
0.20513	28.0	34.0	0.0
0.23077	13.0	28.0	0.0
0.25641	28.0	39.0	0.0
0.28205	15.0	28.0	0.0
0.30769	14.0	37.0	0.0
0.33333	18.0	27.0	1.0
0.35897	12.0	19.0	1.0
0.38462	24.0	16.0	2.0
0.41026	13.0	21.0	0.0
0.4359	11.0	18.0	0.0
0.46154	13.0	23.0	0.0
0.48718	4.0	5.0	0.0
0.51282	9.0	12.0	0.0
0.53846	7.0	9.0	0.0
0.5641	2.0	20.0	0.0
0.58974	7.0	18.0	0.0
0.61538	6.0	8.0	0.0
0.64103	8.0	13.0	1.0
0.66667	15.0	15.0	8.0
0.69231	5.0	15.0	0.0
0.71795	6.0	13.0	0.0
0.74359	8.0	6.0	0.0
0.76923	7.0	17.0	1.0
0.79487	12.0	6.0	0.0
0.82051	9.0	8.0	0.0
0.84615	12.0	3.0	0.0
0.87179	10.0	8.0	0.0
0.89744	6.0	5.0	0.0
0.92308	7.0	9.0	0.0
0.94872	3.0	14.0	0.0
0.97436	3.0	3.0	0.0
1.0	3.0	13.0	0.0
