f	pi	p0	pw
0.02564	697.0	417.0	12.0
0.05128	208.0	150.0	5.0
0.07692	108.0	94.0	1.0
0.10256	85.0	78.0	7.0
0.12821	82.0	87.0	10.0
0.15385	47.0	62.0	0.0
0.17949	43.0	34.0	0.0
0.20513	41.0	37.0	3.0
0.23077	23.0	25.0	0.0
0.25641	26.0	32.0	0.0
0.28205	25.0	32.0	2.0
0.30769	11.0	34.0	0.0
0.33333	24.0	24.0	0.0
0.35897	10.0	25.0	1.0
0.38462	32.0	21.0	1.0
0.41026	11.0	24.0	1.0
0.4359	10.0	18.0	0.0
0.46154	13.0	25.0	0.0
0.48718	9.0	6.0	0.0
0.51282	18.0	21.0	0.0
0.53846	8.0	24.0	0.0
0.5641	4.0	11.0	0.0
0.58974	4.0	21.0	0.0
0.61538	10.0	9.0	0.0
0.64103	10.0	11.0	1.0
0.66667	14.0	14.0	3.0
0.69231	10.0	12.0	1.0
0.71795	7.0	14.0	0.0
0.74359	9.0	10.0	0.0
0.76923	6.0	9.0	1.0
0.79487	3.0	1.0	0.0
0.82051	12.0	8.0	0.0
0.84615	5.0	3.0	0.0
0.87179	6.0	10.0	0.0
0.89744	5.0	15.0	0.0
0.92308	11.0	8.0	0.0
0.94872	8.0	10.0	0.0
0.97436	4.0	4.0	0.0
1.0	5.0	13.0	0.0
