f	pi	p0	pw
0.02564	677.0	398.0	10.0
0.05128	232.0	146.0	6.0
0.07692	125.0	102.0	5.0
0.10256	81.0	85.0	4.0
0.12821	69.0	75.0	5.0
0.15385	44.0	65.0	0.0
0.17949	34.0	22.0	0.0
0.20513	31.0	35.0	0.0
0.23077	19.0	20.0	0.0
0.25641	29.0	31.0	0.0
0.28205	23.0	29.0	2.0
0.30769	13.0	21.0	0.0
0.33333	17.0	20.0	0.0
0.35897	15.0	23.0	1.0
0.38462	20.0	26.0	0.0
0.41026	8.0	25.0	1.0
0.4359	6.0	19.0	0.0
0.46154	7.0	25.0	0.0
0.48718	7.0	9.0	0.0
0.51282	12.0	18.0	0.0
0.53846	6.0	21.0	0.0
0.5641	5.0	11.0	0.0
0.58974	2.0	18.0	0.0
0.61538	7.0	11.0	0.0
0.64103	5.0	12.0	0.0
0.66667	10.0	16.0	2.0
0.69231	10.0	21.0	1.0
0.71795	4.0	14.0	0.0
0.74359	10.0	6.0	0.0
0.76923	7.0	12.0	3.0
0.79487	14.0	2.0	0.0
0.82051	9.0	10.0	0.0
0.84615	6.0	2.0	0.0
0.87179	8.0	9.0	0.0
0.89744	7.0	12.0	0.0
0.92308	5.0	13.0	0.0
0.94872	4.0	7.0	0.0
0.97436	2.0	0.0	0.0
1.0	4.0	8.0	0.0
