f	pi	p0	pw
0.02564	689.0	401.0	7.0
0.05128	246.0	124.0	6.0
0.07692	127.0	86.0	3.0
0.10256	77.0	70.0	3.0
0.12821	62.0	66.0	5.0
0.15385	41.0	54.0	0.0
0.17949	33.0	36.0	0.0
0.20513	39.0	36.0	1.0
0.23077	16.0	21.0	0.0
0.25641	35.0	27.0	0.0
0.28205	22.0	28.0	1.0
0.30769	13.0	24.0	0.0
0.33333	24.0	22.0	2.0
0.35897	14.0	19.0	2.0
0.38462	24.0	24.0	1.0
0.41026	16.0	28.0	1.0
0.4359	16.0	19.0	0.0
0.46154	6.0	41.0	0.0
0.48718	7.0	17.0	0.0
0.51282	4.0	11.0	0.0
0.53846	5.0	15.0	0.0
0.5641	7.0	17.0	0.0
0.58974	4.0	19.0	0.0
0.61538	7.0	10.0	0.0
0.64103	10.0	19.0	0.0
0.66667	8.0	13.0	2.0
0.69231	7.0	18.0	1.0
0.71795	5.0	13.0	0.0
0.74359	6.0	8.0	0.0
0.76923	12.0	17.0	1.0
0.79487	8.0	4.0	0.0
0.82051	16.0	12.0	2.0
0.84615	9.0	1.0	0.0
0.87179	5.0	12.0	0.0
0.89744	5.0	5.0	0.0
0.92308	9.0	13.0	0.0
0.94872	4.0	13.0	0.0
0.97436	3.0	0.0	0.0
1.0	6.0	4.0	0.0
