f	pi	p0	pw
0.02564	666.0	421.0	8.0
0.05128	238.0	177.0	7.0
0.07692	113.0	92.0	4.0
0.10256	104.0	74.0	8.0
0.12821	67.0	66.0	4.0
0.15385	32.0	52.0	0.0
0.17949	33.0	37.0	0.0
0.20513	43.0	21.0	0.0
0.23077	16.0	19.0	0.0
0.25641	19.0	44.0	0.0
0.28205	24.0	37.0	1.0
0.30769	20.0	31.0	0.0
0.33333	19.0	18.0	1.0
0.35897	10.0	19.0	3.0
0.38462	16.0	33.0	0.0
0.41026	11.0	25.0	1.0
0.4359	12.0	22.0	0.0
0.46154	7.0	23.0	0.0
0.48718	6.0	11.0	0.0
0.51282	16.0	24.0	0.0
0.53846	8.0	23.0	0.0
0.5641	3.0	21.0	0.0
0.58974	8.0	19.0	0.0
0.61538	6.0	9.0	0.0
0.64103	11.0	10.0	2.0
0.66667	5.0	17.0	0.0
0.69231	7.0	18.0	2.0
0.71795	6.0	7.0	0.0
0.74359	7.0	9.0	0.0
0.76923	8.0	16.0	0.0
0.79487	7.0	2.0	0.0
0.82051	12.0	5.0	3.0
0.84615	13.0	3.0	0.0
0.87179	10.0	9.0	0.0
0.89744	0.0	9.0	0.0
0.92308	4.0	13.0	0.0
0.94872	3.0	7.0	0.0
0.97436	6.0	4.0	0.0
1.0	3.0	7.0	0.0
