f	pi	p0	pw
0.02564	655.0	414.0	14.0
0.05128	197.0	132.0	1.0
0.07692	135.0	91.0	4.0
0.10256	94.0	89.0	5.0
0.12821	70.0	78.0	3.0
0.15385	40.0	53.0	0.0
0.17949	36.0	42.0	0.0
0.20513	45.0	41.0	2.0
0.23077	18.0	32.0	0.0
0.25641	32.0	27.0	0.0
0.28205	14.0	38.0	0.0
0.30769	12.0	32.0	0.0
0.33333	21.0	17.0	1.0
0.35897	12.0	24.0	0.0
0.38462	24.0	26.0	0.0
0.41026	13.0	26.0	0.0
0.4359	17.0	17.0	0.0
0.46154	5.0	16.0	0.0
0.48718	6.0	9.0	0.0
0.51282	14.0	15.0	0.0
0.53846	6.0	11.0	0.0
0.5641	4.0	19.0	0.0
0.58974	4.0	21.0	0.0
0.61538	9.0	7.0	0.0
0.64103	7.0	17.0	2.0
0.66667	14.0	15.0	1.0
0.69231	6.0	18.0	1.0
0.71795	6.0	16.0	0.0
0.74359	9.0	3.0	0.0
0.76923	4.0	18.0	0.0
0.79487	7.0	6.0	0.0
0.82051	10.0	9.0	1.0
0.84615	9.0	5.0	0.0
0.87179	3.0	8.0	0.0
0.89744	6.0	8.0	0.0
0.92308	6.0	15.0	0.0
0.94872	4.0	11.0	0.0
0.97436	1.0	4.0	0.0
1.0	5.0	10.0	0.0
