f	pi	p0	pw
0.02564	699.0	400.0	8.0
0.05128	210.0	134.0	3.0
0.07692	123.0	90.0	2.0
0.10256	88.0	75.0	1.0
0.12821	59.0	72.0	2.0
0.15385	51.0	66.0	0.0
0.17949	29.0	37.0	0.0
0.20513	36.0	28.0	1.0
0.23077	14.0	32.0	0.0
0.25641	22.0	28.0	0.0
0.28205	22.0	42.0	1.0
0.30769	18.0	22.0	0.0
0.33333	21.0	15.0	1.0
0.35897	14.0	22.0	1.0
0.38462	23.0	21.0	0.0
0.41026	10.0	32.0	1.0
0.4359	15.0	18.0	0.0
0.46154	12.0	32.0	0.0
0.48718	10.0	16.0	0.0
0.51282	11.0	15.0	0.0
0.53846	9.0	14.0	0.0
0.5641	4.0	18.0	0.0
0.58974	5.0	16.0	0.0
0.61538	7.0	12.0	0.0
0.64103	3.0	17.0	0.0
0.66667	10.0	16.0	1.0
0.69231	7.0	15.0	1.0
0.71795	3.0	12.0	0.0
0.74359	5.0	8.0	0.0
0.76923	6.0	10.0	0.0
0.79487	4.0	5.0	0.0
0.82051	10.0	4.0	2.0
0.84615	6.0	2.0	0.0
0.87179	9.0	7.0	0.0
0.89744	4.0	8.0	0.0
0.92308	5.0	11.0	0.0
0.94872	6.0	8.0	0.0
0.97436	0.0	3.0	0.0
1.0	6.0	7.0	0.0
