f	pi	p0	pw
0.02564	628.0	428.0	12.0
0.05128	244.0	136.0	11.0
0.07692	140.0	111.0	5.0
0.10256	78.0	100.0	5.0
0.12821	80.0	75.0	4.0
0.15385	43.0	51.0	0.0
0.17949	28.0	25.0	0.0
0.20513	41.0	33.0	0.0
0.23077	27.0	20.0	0.0
0.25641	32.0	29.0	0.0
0.28205	26.0	30.0	3.0
0.30769	16.0	24.0	0.0
0.33333	21.0	16.0	4.0
0.35897	13.0	22.0	2.0
0.38462	23.0	21.0	0.0
0.41026	11.0	22.0	0.0
0.4359	8.0	15.0	0.0
0.46154	9.0	31.0	0.0
0.48718	1.0	17.0	0.0
0.51282	18.0	14.0	0.0
0.53846	8.0	24.0	0.0
0.5641	3.0	14.0	0.0
0.58974	4.0	15.0	0.0
0.61538	7.0	7.0	0.0
0.64103	2.0	21.0	0.0
0.66667	8.0	14.0	0.0
0.69231	10.0	19.0	1.0
0.71795	3.0	11.0	0.0
0.74359	11.0	10.0	0.0
0.76923	7.0	13.0	0.0
0.79487	2.0	6.0	0.0
0.82051	9.0	11.0	0.0
0.84615	6.0	1.0	0.0
0.87179	9.0	9.0	0.0
0.89744	9.0	7.0	0.0
0.92308	9.0	7.0	0.0
0.94872	5.0	13.0	0.0
0.97436	1.0	1.0	0.0
1.0	8.0	9.0	0.0
