f	pi	p0	pw
0.02564	656.0	423.0	14.0
0.05128	216.0	153.0	3.0
0.07692	138.0	114.0	3.0
0.10256	89.0	87.0	8.0
0.12821	64.0	62.0	4.0
0.15385	35.0	62.0	0.0
0.17949	27.0	45.0	0.0
0.20513	43.0	44.0	3.0
0.23077	24.0	14.0	0.0
0.25641	33.0	37.0	0.0
0.28205	14.0	40.0	0.0
0.30769	24.0	44.0	0.0
0.33333	20.0	20.0	0.0
0.35897	14.0	24.0	1.0
0.38462	23.0	37.0	1.0
0.41026	12.0	19.0	2.0
0.4359	13.0	19.0	0.0
0.46154	12.0	28.0	0.0
0.48718	2.0	5.0	0.0
0.51282	10.0	16.0	0.0
0.53846	11.0	9.0	0.0
0.5641	3.0	16.0	0.0
0.58974	10.0	21.0	0.0
0.61538	7.0	5.0	0.0
0.64103	13.0	12.0	2.0
0.66667	11.0	26.0	2.0
0.69231	9.0	13.0	2.0
0.71795	1.0	14.0	0.0
0.74359	6.0	6.0	0.0
0.76923	10.0	15.0	0.0
0.79487	9.0	7.0	0.0
0.82051	6.0	10.0	1.0
0.84615	7.0	3.0	0.0
0.87179	8.0	12.0	0.0
0.89744	4.0	5.0	0.0
0.92308	8.0	5.0	0.0
0.94872	4.0	10.0	0.0
0.97436	4.0	6.0	0.0
1.0	5.0	8.0	0.0
