f	pi	p0	pw
0.02564	666.0	365.0	13.0
0.05128	215.0	146.0	4.0
0.07692	111.0	91.0	3.0
0.10256	73.0	92.0	3.0
0.12821	71.0	68.0	4.0
0.15385	44.0	61.0	0.0
0.17949	44.0	30.0	0.0
0.20513	38.0	37.0	1.0
0.23077	18.0	30.0	0.0
0.25641	25.0	32.0	0.0
0.28205	21.0	35.0	0.0
0.30769	19.0	32.0	0.0
0.33333	24.0	22.0	3.0
0.35897	16.0	22.0	4.0
0.38462	19.0	28.0	1.0
0.41026	10.0	23.0	1.0
0.4359	10.0	25.0	0.0
0.46154	9.0	23.0	0.0
0.48718	8.0	9.0	0.0
0.51282	10.0	14.0	0.0
0.53846	8.0	18.0	0.0
0.5641	6.0	14.0	0.0
0.58974	6.0	17.0	0.0
0.61538	6.0	5.0	0.0
0.64103	12.0	22.0	1.0
0.66667	6.0	14.0	1.0
0.69231	4.0	11.0	0.0
0.71795	3.0	10.0	0.0
0.74359	12.0	3.0	0.0
0.76923	5.0	17.0	1.0
0.79487	7.0	4.0	0.0
0.82051	17.0	9.0	0.0
0.84615	8.0	0.0	0.0
0.87179	5.0	9.0	0.0
0.89744	4.0	8.0	0.0
0.92308	2.0	6.0	0.0
0.94872	4.0	7.0	0.0
0.97436	2.0	1.0	0.0
1.0	8.0	9.0	0.0
