f	pi	p0	pw
0.02564	670.0	404.0	7.0
0.05128	212.0	157.0	7.0
0.07692	121.0	112.0	4.0
0.10256	73.0	76.0	5.0
0.12821	75.0	65.0	1.0
0.15385	42.0	59.0	0.0
0.17949	38.0	33.0	0.0
0.20513	37.0	32.0	2.0
0.23077	20.0	31.0	0.0
0.25641	19.0	32.0	0.0
0.28205	22.0	25.0	1.0
0.30769	12.0	30.0	0.0
0.33333	19.0	22.0	1.0
0.35897	17.0	16.0	1.0
0.38462	15.0	28.0	1.0
0.41026	12.0	34.0	2.0
0.4359	11.0	18.0	0.0
0.46154	7.0	26.0	0.0
0.48718	4.0	8.0	0.0
0.51282	13.0	13.0	0.0
0.53846	7.0	23.0	0.0
0.5641	5.0	13.0	0.0
0.58974	3.0	18.0	0.0
0.61538	3.0	11.0	0.0
0.64103	11.0	12.0	0.0
0.66667	13.0	17.0	1.0
0.69231	14.0	19.0	2.0
0.71795	4.0	5.0	0.0
0.74359	9.0	6.0	0.0
0.76923	9.0	12.0	2.0
0.79487	7.0	0.0	0.0
0.82051	13.0	11.0	1.0
0.84615	8.0	1.0	0.0
0.87179	10.0	12.0	0.0
0.89744	3.0	11.0	0.0
0.92308	7.0	14.0	0.0
0.94872	5.0	8.0	0.0
0.97436	2.0	4.0	0.0
1.0	4.0	7.0	0.0
