f	pi	p0	pw
0.02564	661.0	372.0	8.0
0.05128	208.0	140.0	4.0
0.07692	120.0	118.0	2.0
0.10256	90.0	73.0	9.0
0.12821	60.0	71.0	4.0
0.15385	40.0	45.0	0.0
0.17949	41.0	26.0	0.0
0.20513	42.0	44.0	3.0
0.23077	23.0	23.0	0.0
0.25641	25.0	31.0	0.0
0.28205	20.0	28.0	0.0
0.30769	6.0	28.0	0.0
0.33333	20.0	12.0	1.0
0.35897	14.0	21.0	0.0
0.38462	24.0	30.0	0.0
0.41026	9.0	19.0	1.0
0.4359	13.0	18.0	0.0
0.46154	17.0	26.0	0.0
0.48718	5.0	14.0	0.0
0.51282	7.0	9.0	0.0
0.53846	7.0	15.0	0.0
0.5641	5.0	19.0	0.0
0.58974	1.0	16.0	0.0
0.61538	10.0	8.0	0.0
0.64103	7.0	18.0	1.0
0.66667	11.0	21.0	2.0
0.69231	14.0	11.0	1.0
0.71795	6.0	8.0	0.0
0.74359	4.0	7.0	0.0
0.76923	10.0	19.0	2.0
0.79487	13.0	5.0	0.0
0.82051	4.0	5.0	0.0
0.84615	6.0	2.0	0.0
0.87179	5.0	5.0	0.0
0.89744	2.0	4.0	0.0
0.92308	5.0	8.0	0.0
0.94872	4.0	11.0	0.0
0.97436	3.0	1.0	0.0
1.0	3.0	7.0	0.0
