f	pi	p0	pw
0.02564	625.0	406.0	8.0
0.05128	198.0	142.0	3.0
0.07692	126.0	99.0	1.0
0.10256	69.0	82.0	3.0
0.12821	86.0	71.0	8.0
0.15385	45.0	61.0	0.0
0.17949	36.0	43.0	0.0
0.20513	40.0	30.0	3.0
0.23077	19.0	32.0	0.0
0.25641	31.0	17.0	0.0
0.28205	26.0	27.0	1.0
0.30769	18.0	31.0	0.0
0.33333	19.0	16.0	1.0
0.35897	12.0	16.0	3.0
0.38462	21.0	23.0	0.0
0.41026	14.0	18.0	0.0
0.4359	10.0	25.0	0.0
0.46154	7.0	38.0	0.0
0.48718	3.0	14.0	0.0
0.51282	11.0	15.0	0.0
0.53846	5.0	15.0	0.0
0.5641	6.0	11.0	0.0
0.58974	1.0	14.0	0.0
0.61538	11.0	5.0	0.0
0.64103	11.0	14.0	1.0
0.66667	3.0	22.0	0.0
0.69231	5.0	25.0	1.0
0.71795	10.0	13.0	0.0
0.74359	8.0	6.0	0.0
0.76923	10.0	12.0	1.0
0.79487	11.0	1.0	0.0
0.82051	6.0	9.0	1.0
0.84615	10.0	6.0	0.0
0.87179	5.0	10.0	0.0
0.89744	1.0	8.0	0.0
0.92308	7.0	8.0	0.0
0.94872	2.0	7.0	0.0
0.97436	2.0	2.0	0.0
1.0	7.0	8.0	0.0
