f	pi	p0	pw
0.02564	671.0	418.0	12.0
0.05128	219.0	136.0	4.0
0.07692	127.0	109.0	4.0
0.10256	91.0	66.0	2.0
0.12821	65.0	67.0	1.0
0.15385	35.0	57.0	0.0
0.17949	39.0	35.0	0.0
0.20513	47.0	38.0	0.0
0.23077	15.0	36.0	0.0
0.25641	24.0	39.0	0.0
0.28205	24.0	30.0	0.0
0.30769	22.0	40.0	0.0
0.33333	23.0	27.0	1.0
0.35897	13.0	23.0	2.0
0.38462	23.0	28.0	2.0
0.41026	2.0	23.0	1.0
0.4359	7.0	17.0	0.0
0.46154	10.0	27.0	0.0
0.48718	4.0	5.0	0.0
0.51282	19.0	18.0	0.0
0.53846	7.0	10.0	0.0
0.5641	2.0	17.0	0.0
0.58974	6.0	17.0	0.0
0.61538	9.0	8.0	0.0
0.64103	5.0	15.0	0.0
0.66667	8.0	14.0	0.0
0.69231	8.0	13.0	0.0
0.71795	6.0	15.0	0.0
0.74359	7.0	1.0	0.0
0.76923	5.0	15.0	1.0
0.79487	6.0	3.0	0.0
0.82051	9.0	9.0	0.0
0.84615	11.0	3.0	0.0
0.87179	6.0	14.0	0.0
0.89744	8.0	6.0	0.0
0.92308	1.0	5.0	0.0
0.94872	8.0	5.0	0.0
0.97436	2.0	2.0	0.0
1.0	3.0	6.0	0.0
