f	pi	p0	pw
0.02564	668.0	386.0	14.0
0.05128	238.0	150.0	5.0
0.07692	134.0	98.0	2.0
0.10256	87.0	77.0	7.0
0.12821	78.0	82.0	5.0
0.15385	27.0	40.0	0.0
0.17949	29.0	34.0	0.0
0.20513	30.0	37.0	2.0
0.23077	15.0	19.0	0.0
0.25641	25.0	23.0	0.0
0.28205	32.0	39.0	0.0
0.30769	11.0	17.0	0.0
0.33333	25.0	24.0	1.0
0.35897	10.0	27.0	2.0
0.38462	23.0	26.0	1.0
0.41026	3.0	23.0	0.0
0.4359	10.0	6.0	0.0
0.46154	11.0	35.0	0.0
0.48718	4.0	14.0	0.0
0.51282	11.0	24.0	0.0
0.53846	12.0	8.0	0.0
0.5641	12.0	18.0	0.0
0.58974	7.0	12.0	0.0
0.61538	6.0	9.0	0.0
0.64103	7.0	14.0	0.0
0.66667	12.0	18.0	2.0
0.69231	7.0	19.0	1.0
0.71795	3.0	16.0	0.0
0.74359	12.0	6.0	0.0
0.76923	4.0	5.0	2.0
0.79487	10.0	7.0	0.0
0.82051	10.0	8.0	1.0
0.84615	9.0	2.0	0.0
0.87179	6.0	8.0	0.0
0.89744	3.0	8.0	0.0
0.92308	6.0	5.0	0.0
0.94872	6.0	7.0	0.0
0.97436	0.0	4.0	0.0
1.0	3.0	5.0	0.0
