f	pi	p0
0.02564	4270.0	5171.0
0.05128	1552.0	2538.0
0.07692	1003.0	1729.0
0.10256	664.0	1391.0
0.12821	440.0	1090.0
0.15385	383.0	850.0
0.17949	312.0	733.0
0.20513	249.0	578.0
0.23077	204.0	622.0
0.25641	145.0	472.0
0.28205	170.0	456.0
0.30769	163.0	379.0
0.33333	137.0	343.0
0.35897	139.0	372.0
0.38462	106.0	367.0
0.41026	102.0	325.0
0.4359	92.0	303.0
0.46154	77.0	320.0
0.48718	70.0	250.0
0.51282	91.0	248.0
0.53846	89.0	255.0
0.5641	67.0	235.0
0.58974	77.0	219.0
0.61538	54.0	199.0
0.64103	52.0	210.0
0.66667	53.0	196.0
0.69231	53.0	193.0
0.71795	52.0	167.0
0.74359	44.0	171.0
0.76923	55.0	159.0
0.79487	34.0	182.0
0.82051	51.0	163.0
0.84615	26.0	166.0
0.87179	30.0	131.0
0.89744	50.0	148.0
0.92308	26.0	117.0
0.94872	32.0	120.0
0.97436	51.0	122.0
1.0	35.0	133.0
