f	pi	p0
0.02564	4343.0	5296.0
0.05128	1585.0	2483.0
0.07692	935.0	1869.0
0.10256	623.0	1389.0
0.12821	456.0	1115.0
0.15385	363.0	830.0
0.17949	291.0	636.0
0.20513	244.0	634.0
0.23077	205.0	607.0
0.25641	153.0	536.0
0.28205	134.0	452.0
0.30769	127.0	387.0
0.33333	103.0	386.0
0.35897	116.0	366.0
0.38462	95.0	329.0
0.41026	101.0	323.0
0.4359	99.0	296.0
0.46154	76.0	280.0
0.48718	74.0	273.0
0.51282	84.0	246.0
0.53846	88.0	236.0
0.5641	65.0	213.0
0.58974	83.0	235.0
0.61538	71.0	203.0
0.64103	53.0	213.0
0.66667	55.0	192.0
0.69231	56.0	194.0
0.71795	39.0	167.0
0.74359	38.0	162.0
0.76923	38.0	150.0
0.79487	36.0	176.0
0.82051	45.0	167.0
0.84615	34.0	151.0
0.87179	36.0	106.0
0.89744	41.0	132.0
0.92308	40.0	139.0
0.94872	33.0	112.0
0.97436	54.0	112.0
1.0	42.0	111.0
