f	pi	p0
0.02564	4429.0	5145.0
0.05128	1568.0	2529.0
0.07692	934.0	1716.0
0.10256	597.0	1442.0
0.12821	459.0	1184.0
0.15385	355.0	854.0
0.17949	314.0	702.0
0.20513	238.0	644.0
0.23077	191.0	588.0
0.25641	155.0	523.0
0.28205	156.0	486.0
0.30769	132.0	457.0
0.33333	132.0	368.0
0.35897	119.0	350.0
0.38462	104.0	348.0
0.41026	99.0	335.0
0.4359	109.0	329.0
0.46154	58.0	282.0
0.48718	78.0	238.0
0.51282	100.0	264.0
0.53846	81.0	250.0
0.5641	59.0	202.0
0.58974	57.0	204.0
0.61538	57.0	210.0
0.64103	65.0	189.0
0.66667	73.0	209.0
0.69231	64.0	201.0
0.71795	52.0	150.0
0.74359	51.0	170.0
0.76923	34.0	171.0
0.79487	39.0	203.0
0.82051	43.0	153.0
0.84615	41.0	142.0
0.87179	49.0	123.0
0.89744	46.0	146.0
0.92308	30.0	117.0
0.94872	29.0	111.0
0.97436	39.0	113.0
1.0	32.0	139.0
