f	pi	p0
0.02564	4344.0	5297.0
0.05128	1619.0	2600.0
0.07692	956.0	1819.0
0.10256	584.0	1457.0
0.12821	468.0	1116.0
0.15385	428.0	838.0
0.17949	272.0	675.0
0.20513	214.0	600.0
0.23077	200.0	612.0
0.25641	150.0	455.0
0.28205	172.0	458.0
0.30769	132.0	378.0
0.33333	128.0	373.0
0.35897	135.0	352.0
0.38462	114.0	340.0
0.41026	100.0	351.0
0.4359	94.0	292.0
0.46154	57.0	299.0
0.48718	75.0	233.0
0.51282	77.0	256.0
0.53846	68.0	262.0
0.5641	68.0	229.0
0.58974	56.0	212.0
0.61538	63.0	216.0
0.64103	56.0	221.0
0.66667	62.0	185.0
0.69231	67.0	178.0
0.71795	50.0	174.0
0.74359	45.0	168.0
0.76923	47.0	152.0
0.79487	34.0	167.0
0.82051	47.0	161.0
0.84615	38.0	134.0
0.87179	33.0	119.0
0.89744	59.0	148.0
0.92308	34.0	131.0
0.94872	36.0	138.0
0.97436	35.0	103.0
1.0	30.0	124.0
