f	pi	p0
0.02564	4306.0	5175.0
0.05128	1608.0	2605.0
0.07692	872.0	1738.0
0.10256	636.0	1408.0
0.12821	479.0	1091.0
0.15385	399.0	848.0
0.17949	306.0	723.0
0.20513	236.0	637.0
0.23077	209.0	586.0
0.25641	161.0	483.0
0.28205	165.0	507.0
0.30769	138.0	396.0
0.33333	124.0	345.0
0.35897	94.0	347.0
0.38462	92.0	369.0
0.41026	97.0	310.0
0.4359	90.0	293.0
0.46154	63.0	271.0
0.48718	62.0	227.0
0.51282	81.0	250.0
0.53846	86.0	260.0
0.5641	70.0	201.0
0.58974	64.0	218.0
0.61538	43.0	196.0
0.64103	55.0	192.0
0.66667	58.0	213.0
0.69231	55.0	209.0
0.71795	60.0	159.0
0.74359	56.0	178.0
0.76923	49.0	159.0
0.79487	39.0	182.0
0.82051	30.0	165.0
0.84615	31.0	140.0
0.87179	39.0	127.0
0.89744	50.0	146.0
0.92308	31.0	140.0
0.94872	28.0	102.0
0.97436	40.0	121.0
1.0	28.0	113.0
