f	pi	p0
0.02564	4328.0	5099.0
0.05128	1552.0	2611.0
0.07692	916.0	1769.0
0.10256	615.0	1321.0
0.12821	484.0	1116.0
0.15385	374.0	856.0
0.17949	288.0	707.0
0.20513	256.0	606.0
0.23077	214.0	576.0
0.25641	164.0	519.0
0.28205	169.0	468.0
0.30769	131.0	422.0
0.33333	122.0	370.0
0.35897	138.0	346.0
0.38462	113.0	367.0
0.41026	104.0	335.0
0.4359	117.0	287.0
0.46154	71.0	296.0
0.48718	65.0	231.0
0.51282	69.0	241.0
0.53846	78.0	271.0
0.5641	76.0	248.0
0.58974	65.0	191.0
0.61538	55.0	222.0
0.64103	64.0	220.0
0.66667	52.0	193.0
0.69231	49.0	199.0
0.71795	51.0	173.0
0.74359	52.0	162.0
0.76923	54.0	173.0
0.79487	35.0	185.0
0.82051	37.0	144.0
0.84615	41.0	150.0
0.87179	31.0	127.0
0.89744	45.0	129.0
0.92308	18.0	129.0
0.94872	28.0	123.0
0.97436	49.0	113.0
1.0	31.0	122.0
