f	pi	p0
0.02564	4260.0	5067.0
0.05128	1548.0	2633.0
0.07692	984.0	1776.0
0.10256	607.0	1388.0
0.12821	459.0	1101.0
0.15385	387.0	790.0
0.17949	270.0	706.0
0.20513	245.0	692.0
0.23077	188.0	616.0
0.25641	155.0	474.0
0.28205	132.0	475.0
0.30769	126.0	360.0
0.33333	148.0	361.0
0.35897	118.0	379.0
0.38462	106.0	357.0
0.41026	99.0	383.0
0.4359	96.0	320.0
0.46154	79.0	298.0
0.48718	75.0	246.0
0.51282	78.0	220.0
0.53846	80.0	254.0
0.5641	64.0	200.0
0.58974	67.0	199.0
0.61538	58.0	225.0
0.64103	63.0	219.0
0.66667	59.0	204.0
0.69231	63.0	181.0
0.71795	34.0	168.0
0.74359	39.0	195.0
0.76923	49.0	155.0
0.79487	35.0	182.0
0.82051	36.0	163.0
0.84615	29.0	163.0
0.87179	28.0	117.0
0.89744	46.0	119.0
0.92308	29.0	119.0
0.94872	51.0	146.0
0.97436	37.0	101.0
1.0	41.0	119.0
