f	pi	p0
0.02564	4195.0	5218.0
0.05128	1554.0	2583.0
0.07692	965.0	1800.0
0.10256	637.0	1385.0
0.12821	473.0	1160.0
0.15385	390.0	876.0
0.17949	284.0	671.0
0.20513	261.0	626.0
0.23077	195.0	579.0
0.25641	136.0	524.0
0.28205	163.0	495.0
0.30769	135.0	428.0
0.33333	118.0	355.0
0.35897	116.0	376.0
0.38462	120.0	295.0
0.41026	110.0	350.0
0.4359	95.0	279.0
0.46154	66.0	285.0
0.48718	84.0	245.0
0.51282	84.0	246.0
0.53846	61.0	249.0
0.5641	72.0	233.0
0.58974	76.0	224.0
0.61538	47.0	194.0
0.64103	47.0	226.0
0.66667	59.0	157.0
0.69231	52.0	199.0
0.71795	44.0	175.0
0.74359	38.0	148.0
0.76923	35.0	167.0
0.79487	41.0	192.0
0.82051	41.0	144.0
0.84615	34.0	159.0
0.87179	38.0	120.0
0.89744	41.0	123.0
0.92308	37.0	136.0
0.94872	36.0	103.0
0.97436	39.0	104.0
1.0	30.0	114.0
