f	pi	p0
0.02564	4376.0	5276.0
0.05128	1559.0	2703.0
0.07692	896.0	1679.0
0.10256	623.0	1387.0
0.12821	439.0	1118.0
0.15385	364.0	890.0
0.17949	297.0	696.0
0.20513	245.0	660.0
0.23077	191.0	594.0
0.25641	171.0	528.0
0.28205	164.0	488.0
0.30769	150.0	428.0
0.33333	114.0	370.0
0.35897	132.0	397.0
0.38462	98.0	355.0
0.41026	114.0	320.0
0.4359	104.0	295.0
0.46154	76.0	256.0
0.48718	82.0	225.0
0.51282	78.0	237.0
0.53846	90.0	243.0
0.5641	70.0	221.0
0.58974	59.0	223.0
0.61538	52.0	198.0
0.64103	57.0	199.0
0.66667	55.0	196.0
0.69231	60.0	192.0
0.71795	62.0	160.0
0.74359	59.0	185.0
0.76923	64.0	154.0
0.79487	40.0	182.0
0.82051	42.0	129.0
0.84615	39.0	150.0
0.87179	47.0	134.0
0.89744	43.0	143.0
0.92308	36.0	107.0
0.94872	35.0	107.0
0.97436	46.0	122.0
1.0	46.0	127.0
