f	pi	p0
0.02564	4320.0	5092.0
0.05128	1617.0	2656.0
0.07692	924.0	1672.0
0.10256	627.0	1350.0
0.12821	419.0	1105.0
0.15385	382.0	873.0
0.17949	269.0	692.0
0.20513	216.0	659.0
0.23077	211.0	565.0
0.25641	159.0	455.0
0.28205	139.0	478.0
0.30769	149.0	372.0
0.33333	138.0	382.0
0.35897	120.0	370.0
0.38462	108.0	336.0
0.41026	105.0	333.0
0.4359	99.0	296.0
0.46154	65.0	282.0
0.48718	78.0	247.0
0.51282	97.0	261.0
0.53846	85.0	242.0
0.5641	63.0	216.0
0.58974	72.0	214.0
0.61538	64.0	216.0
0.64103	52.0	213.0
0.66667	71.0	220.0
0.69231	60.0	176.0
0.71795	56.0	158.0
0.74359	55.0	167.0
0.76923	37.0	166.0
0.79487	32.0	185.0
0.82051	43.0	160.0
0.84615	28.0	149.0
0.87179	42.0	125.0
0.89744	35.0	135.0
0.92308	32.0	134.0
0.94872	32.0	127.0
0.97436	48.0	105.0
1.0	43.0	149.0
