f	pi	p0
0.02564	4304.0	5035.0
0.05128	1585.0	2559.0
0.07692	934.0	1766.0
0.10256	606.0	1382.0
0.12821	452.0	1123.0
0.15385	351.0	873.0
0.17949	302.0	744.0
0.20513	247.0	661.0
0.23077	218.0	582.0
0.25641	142.0	488.0
0.28205	177.0	491.0
0.30769	139.0	380.0
0.33333	119.0	368.0
0.35897	126.0	363.0
0.38462	106.0	389.0
0.41026	101.0	346.0
0.4359	112.0	289.0
0.46154	75.0	289.0
0.48718	57.0	246.0
0.51282	91.0	269.0
0.53846	84.0	266.0
0.5641	75.0	247.0
0.58974	83.0	223.0
0.61538	50.0	226.0
0.64103	57.0	237.0
0.66667	77.0	190.0
0.69231	67.0	172.0
0.71795	52.0	167.0
0.74359	44.0	187.0
0.76923	36.0	162.0
0.79487	41.0	162.0
0.82051	35.0	131.0
0.84615	28.0	164.0
0.87179	47.0	135.0
0.89744	36.0	117.0
0.92308	29.0	125.0
0.94872	28.0	134.0
0.97436	50.0	117.0
1.0	40.0	123.0
