f	pi	p0
0.02564	4371.0	5248.0
0.05128	1646.0	2578.0
0.07692	924.0	1766.0
0.10256	577.0	1333.0
0.12821	440.0	1121.0
0.15385	419.0	849.0
0.17949	281.0	716.0
0.20513	263.0	606.0
0.23077	190.0	584.0
0.25641	149.0	479.0
0.28205	167.0	423.0
0.30769	127.0	403.0
0.33333	123.0	387.0
0.35897	128.0	359.0
0.38462	92.0	327.0
0.41026	100.0	341.0
0.4359	90.0	309.0
0.46154	58.0	258.0
0.48718	62.0	235.0
0.51282	91.0	289.0
0.53846	82.0	275.0
0.5641	70.0	224.0
0.58974	70.0	238.0
0.61538	67.0	215.0
0.64103	59.0	211.0
0.66667	58.0	198.0
0.69231	63.0	159.0
0.71795	51.0	191.0
0.74359	48.0	173.0
0.76923	47.0	175.0
0.79487	37.0	177.0
0.82051	39.0	178.0
0.84615	37.0	159.0
0.87179	34.0	132.0
0.89744	42.0	109.0
0.92308	33.0	132.0
0.94872	36.0	128.0
0.97436	40.0	101.0
1.0	33.0	114.0
