f	pi	p0
0.02564	4230.0	5130.0
0.05128	1508.0	2585.0
0.07692	970.0	1710.0
0.10256	627.0	1325.0
0.12821	468.0	1099.0
0.15385	382.0	827.0
0.17949	309.0	712.0
0.20513	232.0	641.0
0.23077	229.0	632.0
0.25641	173.0	506.0
0.28205	172.0	473.0
0.30769	152.0	409.0
0.33333	142.0	369.0
0.35897	111.0	386.0
0.38462	117.0	368.0
0.41026	102.0	369.0
0.4359	100.0	306.0
0.46154	63.0	262.0
0.48718	71.0	243.0
0.51282	62.0	262.0
0.53846	81.0	252.0
0.5641	55.0	232.0
0.58974	72.0	221.0
0.61538	69.0	220.0
0.64103	65.0	190.0
0.66667	54.0	185.0
0.69231	50.0	195.0
0.71795	49.0	183.0
0.74359	41.0	170.0
0.76923	53.0	170.0
0.79487	41.0	150.0
0.82051	44.0	161.0
0.84615	30.0	149.0
0.87179	29.0	146.0
0.89744	40.0	132.0
0.92308	31.0	119.0
0.94872	43.0	135.0
0.97436	41.0	112.0
1.0	43.0	133.0
