f	pi	p0
0.02564	4364.0	5172.0
0.05128	1569.0	2700.0
0.07692	992.0	1742.0
0.10256	631.0	1415.0
0.12821	480.0	1150.0
0.15385	370.0	859.0
0.17949	322.0	749.0
0.20513	244.0	703.0
0.23077	204.0	576.0
0.25641	158.0	503.0
0.28205	151.0	488.0
0.30769	133.0	408.0
0.33333	125.0	386.0
0.35897	139.0	348.0
0.38462	106.0	342.0
0.41026	104.0	327.0
0.4359	87.0	276.0
0.46154	84.0	277.0
0.48718	62.0	230.0
0.51282	109.0	271.0
0.53846	74.0	271.0
0.5641	65.0	218.0
0.58974	67.0	226.0
0.61538	49.0	202.0
0.64103	60.0	197.0
0.66667	49.0	194.0
0.69231	51.0	174.0
0.71795	55.0	192.0
0.74359	60.0	169.0
0.76923	58.0	174.0
0.79487	44.0	206.0
0.82051	39.0	156.0
0.84615	30.0	142.0
0.87179	41.0	126.0
0.89744	49.0	110.0
0.92308	33.0	125.0
0.94872	32.0	128.0
0.97436	46.0	109.0
1.0	32.0	135.0
