f	pi	p0
0.02564	4432.0	5160.0
0.05128	1569.0	2678.0
0.07692	942.0	1757.0
0.10256	620.0	1413.0
0.12821	475.0	1158.0
0.15385	380.0	860.0
0.17949	288.0	683.0
0.20513	257.0	667.0
0.23077	221.0	611.0
0.25641	146.0	526.0
0.28205	153.0	473.0
0.30769	139.0	389.0
0.33333	122.0	375.0
0.35897	126.0	363.0
0.38462	107.0	363.0
0.41026	97.0	301.0
0.4359	107.0	314.0
0.46154	65.0	281.0
0.48718	69.0	227.0
0.51282	71.0	257.0
0.53846	101.0	270.0
0.5641	56.0	215.0
0.58974	75.0	227.0
0.61538	52.0	219.0
0.64103	48.0	207.0
0.66667	66.0	182.0
0.69231	53.0	198.0
0.71795	58.0	184.0
0.74359	56.0	192.0
0.76923	45.0	143.0
0.79487	34.0	208.0
0.82051	32.0	132.0
0.84615	31.0	143.0
0.87179	33.0	129.0
0.89744	44.0	128.0
0.92308	36.0	160.0
0.94872	38.0	122.0
0.97436	38.0	109.0
1.0	42.0	130.0
