f	pi	p0
0.02564	4348.0	5145.0
0.05128	1563.0	2567.0
0.07692	904.0	1765.0
0.10256	583.0	1406.0
0.12821	457.0	1167.0
0.15385	404.0	820.0
0.17949	324.0	769.0
0.20513	232.0	655.0
0.23077	214.0	599.0
0.25641	153.0	503.0
0.28205	175.0	476.0
0.30769	137.0	374.0
0.33333	146.0	382.0
0.35897	147.0	359.0
0.38462	118.0	373.0
0.41026	102.0	387.0
0.4359	89.0	299.0
0.46154	60.0	264.0
0.48718	47.0	238.0
0.51282	81.0	235.0
0.53846	84.0	276.0
0.5641	59.0	231.0
0.58974	75.0	228.0
0.61538	47.0	178.0
0.64103	65.0	223.0
0.66667	53.0	187.0
0.69231	60.0	186.0
0.71795	42.0	167.0
0.74359	45.0	187.0
0.76923	47.0	168.0
0.79487	38.0	185.0
0.82051	37.0	155.0
0.84615	35.0	151.0
0.87179	32.0	157.0
0.89744	37.0	130.0
0.92308	27.0	142.0
0.94872	42.0	126.0
0.97436	47.0	104.0
1.0	45.0	137.0
