f	pi	p0
0.02564	4172.0	5060.0
0.05128	1492.0	2490.0
0.07692	850.0	1610.0
0.10256	533.0	1111.0
0.12821	381.0	854.0
0.15385	298.0	715.0
0.17949	252.0	593.0
0.20513	225.0	519.0
0.23077	177.0	441.0
0.25641	169.0	380.0
0.28205	121.0	329.0
0.30769	115.0	306.0
0.33333	95.0	249.0
0.35897	91.0	224.0
0.38462	93.0	243.0
0.41026	92.0	221.0
0.4359	72.0	181.0
0.46154	54.0	167.0
0.48718	76.0	205.0
0.51282	57.0	163.0
0.53846	51.0	173.0
0.5641	62.0	145.0
0.58974	38.0	144.0
0.61538	63.0	129.0
0.64103	40.0	168.0
0.66667	36.0	118.0
0.69231	49.0	138.0
0.71795	42.0	136.0
0.74359	41.0	111.0
0.76923	23.0	84.0
0.79487	34.0	110.0
0.82051	22.0	129.0
0.84615	37.0	105.0
0.87179	36.0	130.0
0.89744	38.0	115.0
0.92308	32.0	116.0
0.94872	36.0	99.0
0.97436	48.0	93.0
1.0	30.0	102.0
