f	pi	p0
0.02564	4092.0	5004.0
0.05128	1466.0	2541.0
0.07692	841.0	1529.0
0.10256	537.0	1160.0
0.12821	395.0	829.0
0.15385	290.0	790.0
0.17949	239.0	608.0
0.20513	203.0	577.0
0.23077	174.0	428.0
0.25641	157.0	389.0
0.28205	110.0	298.0
0.30769	114.0	320.0
0.33333	96.0	246.0
0.35897	77.0	200.0
0.38462	80.0	288.0
0.41026	81.0	232.0
0.4359	64.0	190.0
0.46154	55.0	172.0
0.48718	62.0	202.0
0.51282	57.0	152.0
0.53846	53.0	154.0
0.5641	60.0	135.0
0.58974	42.0	133.0
0.61538	42.0	126.0
0.64103	37.0	151.0
0.66667	38.0	123.0
0.69231	51.0	134.0
0.71795	21.0	138.0
0.74359	54.0	96.0
0.76923	33.0	94.0
0.79487	23.0	105.0
0.82051	21.0	124.0
0.84615	25.0	107.0
0.87179	31.0	106.0
0.89744	42.0	100.0
0.92308	27.0	96.0
0.94872	38.0	100.0
0.97436	40.0	86.0
1.0	25.0	94.0
