f	pi	p0
0.02564	4279.0	4947.0
0.05128	1397.0	2515.0
0.07692	830.0	1519.0
0.10256	500.0	1130.0
0.12821	411.0	855.0
0.15385	278.0	699.0
0.17949	239.0	621.0
0.20513	221.0	570.0
0.23077	161.0	419.0
0.25641	176.0	346.0
0.28205	143.0	339.0
0.30769	132.0	283.0
0.33333	84.0	221.0
0.35897	95.0	224.0
0.38462	100.0	303.0
0.41026	67.0	201.0
0.4359	60.0	183.0
0.46154	47.0	192.0
0.48718	54.0	192.0
0.51282	44.0	178.0
0.53846	54.0	150.0
0.5641	47.0	148.0
0.58974	34.0	141.0
0.61538	50.0	133.0
0.64103	45.0	143.0
0.66667	50.0	143.0
0.69231	31.0	112.0
0.71795	51.0	129.0
0.74359	46.0	112.0
0.76923	47.0	86.0
0.79487	33.0	136.0
0.82051	30.0	119.0
0.84615	34.0	82.0
0.87179	51.0	104.0
0.89744	40.0	121.0
0.92308	17.0	107.0
0.94872	47.0	115.0
0.97436	31.0	74.0
1.0	34.0	108.0
