f	pi	p0
0.02564	4046.0	4922.0
0.05128	1495.0	2548.0
0.07692	824.0	1561.0
0.10256	543.0	1123.0
0.12821	371.0	827.0
0.15385	261.0	748.0
0.17949	216.0	602.0
0.20513	225.0	588.0
0.23077	192.0	450.0
0.25641	164.0	364.0
0.28205	117.0	342.0
0.30769	109.0	287.0
0.33333	92.0	253.0
0.35897	97.0	237.0
0.38462	100.0	278.0
0.41026	79.0	193.0
0.4359	68.0	189.0
0.46154	50.0	180.0
0.48718	68.0	206.0
0.51282	54.0	157.0
0.53846	52.0	168.0
0.5641	57.0	146.0
0.58974	43.0	150.0
0.61538	49.0	114.0
0.64103	33.0	143.0
0.66667	39.0	121.0
0.69231	40.0	131.0
0.71795	21.0	156.0
0.74359	52.0	101.0
0.76923	28.0	89.0
0.79487	30.0	114.0
0.82051	23.0	119.0
0.84615	29.0	121.0
0.87179	23.0	111.0
0.89744	43.0	124.0
0.92308	24.0	120.0
0.94872	28.0	85.0
0.97436	33.0	84.0
1.0	22.0	105.0
