f	pi	p0
0.02564	4171.0	5007.0
0.05128	1451.0	2488.0
0.07692	799.0	1637.0
0.10256	513.0	1133.0
0.12821	393.0	773.0
0.15385	297.0	714.0
0.17949	224.0	558.0
0.20513	228.0	562.0
0.23077	161.0	460.0
0.25641	156.0	417.0
0.28205	122.0	339.0
0.30769	117.0	341.0
0.33333	73.0	210.0
0.35897	102.0	229.0
0.38462	93.0	272.0
0.41026	65.0	212.0
0.4359	52.0	169.0
0.46154	63.0	199.0
0.48718	50.0	184.0
0.51282	41.0	130.0
0.53846	44.0	155.0
0.5641	61.0	142.0
0.58974	46.0	157.0
0.61538	57.0	120.0
0.64103	43.0	147.0
0.66667	44.0	122.0
0.69231	37.0	109.0
0.71795	33.0	151.0
0.74359	62.0	96.0
0.76923	25.0	91.0
0.79487	26.0	99.0
0.82051	34.0	115.0
0.84615	24.0	105.0
0.87179	41.0	124.0
0.89744	58.0	117.0
0.92308	21.0	116.0
0.94872	39.0	92.0
0.97436	35.0	78.0
1.0	29.0	85.0
