f	pi	p0
0.02564	4098.0	4957.0
0.05128	1442.0	2421.0
0.07692	842.0	1550.0
0.10256	509.0	1100.0
0.12821	385.0	802.0
0.15385	313.0	734.0
0.17949	222.0	555.0
0.20513	233.0	528.0
0.23077	159.0	414.0
0.25641	149.0	368.0
0.28205	115.0	307.0
0.30769	108.0	298.0
0.33333	75.0	216.0
0.35897	71.0	232.0
0.38462	89.0	237.0
0.41026	90.0	216.0
0.4359	71.0	182.0
0.46154	32.0	192.0
0.48718	54.0	183.0
0.51282	48.0	173.0
0.53846	34.0	155.0
0.5641	42.0	143.0
0.58974	41.0	130.0
0.61538	42.0	128.0
0.64103	41.0	142.0
0.66667	34.0	133.0
0.69231	45.0	122.0
0.71795	23.0	150.0
0.74359	47.0	87.0
0.76923	37.0	91.0
0.79487	37.0	112.0
0.82051	27.0	104.0
0.84615	26.0	103.0
0.87179	38.0	119.0
0.89744	43.0	121.0
0.92308	33.0	106.0
0.94872	37.0	94.0
0.97436	31.0	94.0
1.0	37.0	110.0
