f	pi	p0
0.02564	4111.0	4948.0
0.05128	1479.0	2427.0
0.07692	861.0	1625.0
0.10256	511.0	1141.0
0.12821	404.0	870.0
0.15385	316.0	718.0
0.17949	239.0	590.0
0.20513	221.0	566.0
0.23077	168.0	407.0
0.25641	164.0	349.0
0.28205	106.0	325.0
0.30769	133.0	334.0
0.33333	98.0	250.0
0.35897	88.0	197.0
0.38462	98.0	278.0
0.41026	101.0	244.0
0.4359	61.0	180.0
0.46154	56.0	171.0
0.48718	75.0	231.0
0.51282	69.0	183.0
0.53846	53.0	176.0
0.5641	47.0	130.0
0.58974	47.0	149.0
0.61538	64.0	113.0
0.64103	31.0	157.0
0.66667	34.0	106.0
0.69231	42.0	111.0
0.71795	41.0	155.0
0.74359	43.0	108.0
0.76923	43.0	99.0
0.79487	28.0	96.0
0.82051	26.0	100.0
0.84615	21.0	102.0
0.87179	46.0	98.0
0.89744	47.0	116.0
0.92308	22.0	112.0
0.94872	31.0	98.0
0.97436	40.0	69.0
1.0	24.0	99.0
