f	pi	p0
0.02564	4116.0	5085.0
0.05128	1407.0	2503.0
0.07692	798.0	1619.0
0.10256	531.0	1171.0
0.12821	377.0	798.0
0.15385	310.0	743.0
0.17949	254.0	633.0
0.20513	263.0	519.0
0.23077	151.0	439.0
0.25641	158.0	392.0
0.28205	114.0	337.0
0.30769	111.0	325.0
0.33333	66.0	255.0
0.35897	80.0	222.0
0.38462	103.0	262.0
0.41026	91.0	204.0
0.4359	55.0	167.0
0.46154	62.0	177.0
0.48718	58.0	195.0
0.51282	54.0	159.0
0.53846	52.0	156.0
0.5641	62.0	173.0
0.58974	46.0	135.0
0.61538	46.0	134.0
0.64103	36.0	146.0
0.66667	36.0	133.0
0.69231	43.0	123.0
0.71795	37.0	130.0
0.74359	47.0	98.0
0.76923	29.0	86.0
0.79487	33.0	84.0
0.82051	27.0	110.0
0.84615	22.0	80.0
0.87179	34.0	101.0
0.89744	47.0	103.0
0.92308	23.0	123.0
0.94872	36.0	110.0
0.97436	24.0	76.0
1.0	30.0	105.0
