f	pi	p0
0.02564	4064.0	4956.0
0.05128	1405.0	2466.0
0.07692	836.0	1531.0
0.10256	511.0	1127.0
0.12821	369.0	899.0
0.15385	298.0	711.0
0.17949	237.0	641.0
0.20513	218.0	575.0
0.23077	186.0	432.0
0.25641	160.0	350.0
0.28205	147.0	368.0
0.30769	104.0	321.0
0.33333	92.0	242.0
0.35897	91.0	218.0
0.38462	94.0	272.0
0.41026	89.0	214.0
0.4359	55.0	221.0
0.46154	59.0	201.0
0.48718	59.0	185.0
0.51282	59.0	176.0
0.53846	53.0	155.0
0.5641	56.0	149.0
0.58974	40.0	145.0
0.61538	51.0	119.0
0.64103	39.0	153.0
0.66667	33.0	118.0
0.69231	44.0	147.0
0.71795	51.0	120.0
0.74359	47.0	114.0
0.76923	32.0	80.0
0.79487	40.0	77.0
0.82051	23.0	114.0
0.84615	29.0	115.0
0.87179	37.0	99.0
0.89744	43.0	107.0
0.92308	27.0	107.0
0.94872	35.0	101.0
0.97436	49.0	101.0
1.0	32.0	98.0
