f	pi	p0
0.02564	4203.0	4844.0
0.05128	1402.0	2406.0
0.07692	850.0	1571.0
0.10256	508.0	1166.0
0.12821	412.0	861.0
0.15385	279.0	721.0
0.17949	258.0	572.0
0.20513	210.0	520.0
0.23077	173.0	427.0
0.25641	143.0	374.0
0.28205	132.0	344.0
0.30769	97.0	298.0
0.33333	89.0	260.0
0.35897	86.0	215.0
0.38462	85.0	269.0
0.41026	79.0	212.0
0.4359	53.0	194.0
0.46154	54.0	155.0
0.48718	49.0	191.0
0.51282	50.0	168.0
0.53846	53.0	167.0
0.5641	60.0	141.0
0.58974	43.0	137.0
0.61538	32.0	146.0
0.64103	27.0	138.0
0.66667	36.0	119.0
0.69231	42.0	135.0
0.71795	47.0	135.0
0.74359	44.0	115.0
0.76923	32.0	98.0
0.79487	26.0	113.0
0.82051	31.0	117.0
0.84615	21.0	101.0
0.87179	40.0	89.0
0.89744	35.0	108.0
0.92308	27.0	110.0
0.94872	28.0	89.0
0.97436	25.0	87.0
1.0	33.0	105.0
