f	pi	p0
0.02564	4105.0	5012.0
0.05128	1484.0	2499.0
0.07692	857.0	1524.0
0.10256	508.0	1078.0
0.12821	364.0	888.0
0.15385	304.0	708.0
0.17949	238.0	591.0
0.20513	197.0	536.0
0.23077	168.0	447.0
0.25641	137.0	367.0
0.28205	116.0	345.0
0.30769	115.0	302.0
0.33333	92.0	247.0
0.35897	85.0	226.0
0.38462	95.0	271.0
0.41026	79.0	217.0
0.4359	54.0	177.0
0.46154	49.0	181.0
0.48718	59.0	234.0
0.51282	66.0	162.0
0.53846	46.0	174.0
0.5641	60.0	142.0
0.58974	45.0	142.0
0.61538	48.0	108.0
0.64103	47.0	158.0
0.66667	28.0	124.0
0.69231	41.0	114.0
0.71795	46.0	132.0
0.74359	37.0	102.0
0.76923	42.0	88.0
0.79487	36.0	104.0
0.82051	21.0	109.0
0.84615	35.0	89.0
0.87179	44.0	115.0
0.89744	43.0	112.0
0.92308	23.0	91.0
0.94872	37.0	106.0
0.97436	33.0	81.0
1.0	31.0	90.0
