f	pi	p0
0.02564	4017.0	4870.0
0.05128	1465.0	2336.0
0.07692	863.0	1574.0
0.10256	529.0	1097.0
0.12821	409.0	817.0
0.15385	285.0	738.0
0.17949	241.0	602.0
0.20513	195.0	572.0
0.23077	174.0	424.0
0.25641	166.0	351.0
0.28205	128.0	335.0
0.30769	117.0	350.0
0.33333	85.0	235.0
0.35897	88.0	225.0
0.38462	81.0	234.0
0.41026	81.0	235.0
0.4359	60.0	176.0
0.46154	49.0	179.0
0.48718	57.0	209.0
0.51282	52.0	178.0
0.53846	60.0	144.0
0.5641	66.0	135.0
0.58974	52.0	145.0
0.61538	39.0	128.0
0.64103	41.0	154.0
0.66667	32.0	107.0
0.69231	39.0	123.0
0.71795	44.0	138.0
0.74359	38.0	100.0
0.76923	45.0	101.0
0.79487	36.0	107.0
0.82051	30.0	90.0
0.84615	22.0	102.0
0.87179	39.0	119.0
0.89744	29.0	108.0
0.92308	21.0	107.0
0.94872	36.0	80.0
0.97436	33.0	71.0
1.0	31.0	95.0
