f	pi	p0
0.02564	4124.0	4950.0
0.05128	1478.0	2536.0
0.07692	852.0	1524.0
0.10256	493.0	1142.0
0.12821	363.0	848.0
0.15385	296.0	698.0
0.17949	253.0	551.0
0.20513	235.0	538.0
0.23077	167.0	456.0
0.25641	185.0	381.0
0.28205	108.0	325.0
0.30769	131.0	323.0
0.33333	82.0	209.0
0.35897	93.0	228.0
0.38462	94.0	298.0
0.41026	64.0	233.0
0.4359	60.0	163.0
0.46154	69.0	191.0
0.48718	54.0	184.0
0.51282	75.0	187.0
0.53846	56.0	162.0
0.5641	59.0	159.0
0.58974	43.0	145.0
0.61538	39.0	130.0
0.64103	37.0	144.0
0.66667	31.0	117.0
0.69231	34.0	121.0
0.71795	34.0	146.0
0.74359	51.0	110.0
0.76923	41.0	93.0
0.79487	29.0	107.0
0.82051	28.0	116.0
0.84615	24.0	101.0
0.87179	38.0	111.0
0.89744	42.0	114.0
0.92308	22.0	106.0
0.94872	34.0	93.0
0.97436	40.0	87.0
1.0	35.0	95.0
