f	pi	p0
0.02564	4145.0	4980.0
0.05128	1423.0	2444.0
0.07692	906.0	1571.0
0.10256	509.0	1124.0
0.12821	395.0	875.0
0.15385	296.0	685.0
0.17949	273.0	610.0
0.20513	209.0	524.0
0.23077	174.0	429.0
0.25641	172.0	350.0
0.28205	139.0	320.0
0.30769	126.0	317.0
0.33333	96.0	249.0
0.35897	87.0	233.0
0.38462	95.0	290.0
0.41026	60.0	227.0
0.4359	48.0	174.0
0.46154	54.0	179.0
0.48718	64.0	189.0
0.51282	59.0	176.0
0.53846	53.0	179.0
0.5641	45.0	158.0
0.58974	50.0	112.0
0.61538	52.0	116.0
0.64103	49.0	152.0
0.66667	35.0	118.0
0.69231	53.0	118.0
0.71795	31.0	142.0
0.74359	39.0	120.0
0.76923	46.0	110.0
0.79487	33.0	99.0
0.82051	23.0	123.0
0.84615	29.0	101.0
0.87179	37.0	101.0
0.89744	31.0	128.0
0.92308	26.0	112.0
0.94872	33.0	119.0
0.97436	44.0	98.0
1.0	31.0	99.0
