f	pi	p0
0.02564	6292.0	5139.0
0.05128	2311.0	2522.0
0.07692	1377.0	1650.0
0.10256	836.0	1255.0
0.12821	703.0	1012.0
0.15385	525.0	823.0
0.17949	431.0	786.0
0.20513	322.0	533.0
0.23077	285.0	481.0
0.25641	258.0	408.0
0.28205	229.0	405.0
0.30769	183.0	348.0
0.33333	157.0	320.0
0.35897	176.0	312.0
0.38462	154.0	330.0
0.41026	112.0	247.0
0.4359	165.0	240.0
0.46154	153.0	227.0
0.48718	128.0	199.0
0.51282	79.0	229.0
0.53846	107.0	211.0
0.5641	73.0	204.0
0.58974	89.0	219.0
0.61538	90.0	181.0
0.64103	74.0	172.0
0.66667	66.0	159.0
0.69231	62.0	129.0
0.71795	72.0	147.0
0.74359	62.0	147.0
0.76923	53.0	126.0
0.79487	78.0	160.0
0.82051	54.0	141.0
0.84615	63.0	155.0
0.87179	42.0	127.0
0.89744	60.0	135.0
0.92308	58.0	122.0
0.94872	49.0	138.0
0.97436	66.0	139.0
1.0	52.0	142.0
