f	pi	p0
0.02564	6274.0	5101.0
0.05128	2391.0	2531.0
0.07692	1385.0	1664.0
0.10256	814.0	1210.0
0.12821	614.0	1017.0
0.15385	494.0	794.0
0.17949	403.0	773.0
0.20513	336.0	552.0
0.23077	282.0	502.0
0.25641	288.0	405.0
0.28205	241.0	382.0
0.30769	209.0	352.0
0.33333	196.0	326.0
0.35897	172.0	289.0
0.38462	156.0	315.0
0.41026	119.0	227.0
0.4359	143.0	257.0
0.46154	148.0	245.0
0.48718	129.0	202.0
0.51282	105.0	227.0
0.53846	106.0	192.0
0.5641	72.0	179.0
0.58974	96.0	214.0
0.61538	71.0	164.0
0.64103	73.0	185.0
0.66667	86.0	141.0
0.69231	75.0	150.0
0.71795	72.0	143.0
0.74359	55.0	162.0
0.76923	65.0	128.0
0.79487	61.0	159.0
0.82051	56.0	155.0
0.84615	60.0	138.0
0.87179	45.0	132.0
0.89744	47.0	130.0
0.92308	46.0	129.0
0.94872	61.0	138.0
0.97436	54.0	137.0
1.0	47.0	132.0
