f	pi	p0
0.02564	6254.0	5067.0
0.05128	2248.0	2622.0
0.07692	1392.0	1650.0
0.10256	844.0	1260.0
0.12821	631.0	1001.0
0.15385	555.0	804.0
0.17949	454.0	742.0
0.20513	352.0	542.0
0.23077	269.0	536.0
0.25641	288.0	472.0
0.28205	247.0	422.0
0.30769	185.0	369.0
0.33333	163.0	312.0
0.35897	186.0	307.0
0.38462	130.0	324.0
0.41026	113.0	268.0
0.4359	152.0	277.0
0.46154	173.0	219.0
0.48718	114.0	225.0
0.51282	98.0	247.0
0.53846	94.0	231.0
0.5641	90.0	171.0
0.58974	84.0	230.0
0.61538	74.0	200.0
0.64103	71.0	185.0
0.66667	69.0	176.0
0.69231	89.0	165.0
0.71795	78.0	155.0
0.74359	48.0	169.0
0.76923	61.0	154.0
0.79487	66.0	149.0
0.82051	34.0	163.0
0.84615	41.0	116.0
0.87179	57.0	175.0
0.89744	56.0	115.0
0.92308	54.0	115.0
0.94872	57.0	125.0
0.97436	64.0	129.0
1.0	49.0	157.0
