f	pi	p0
0.02564	6372.0	5077.0
0.05128	2248.0	2486.0
0.07692	1362.0	1627.0
0.10256	884.0	1271.0
0.12821	671.0	913.0
0.15385	520.0	832.0
0.17949	473.0	762.0
0.20513	343.0	549.0
0.23077	288.0	500.0
0.25641	254.0	414.0
0.28205	218.0	411.0
0.30769	188.0	335.0
0.33333	175.0	324.0
0.35897	166.0	314.0
0.38462	133.0	314.0
0.41026	121.0	270.0
0.4359	152.0	229.0
0.46154	134.0	221.0
0.48718	120.0	236.0
0.51282	87.0	248.0
0.53846	105.0	181.0
0.5641	81.0	183.0
0.58974	110.0	221.0
0.61538	96.0	198.0
0.64103	69.0	158.0
0.66667	75.0	179.0
0.69231	83.0	157.0
0.71795	73.0	123.0
0.74359	64.0	161.0
0.76923	59.0	122.0
0.79487	56.0	161.0
0.82051	60.0	142.0
0.84615	56.0	154.0
0.87179	48.0	147.0
0.89744	56.0	131.0
0.92308	29.0	124.0
0.94872	57.0	120.0
0.97436	75.0	146.0
1.0	56.0	121.0
