f	pi	p0
0.02564	6200.0	5013.0
0.05128	2298.0	2453.0
0.07692	1308.0	1692.0
0.10256	901.0	1274.0
0.12821	601.0	1015.0
0.15385	521.0	876.0
0.17949	431.0	712.0
0.20513	336.0	604.0
0.23077	308.0	483.0
0.25641	307.0	414.0
0.28205	264.0	441.0
0.30769	188.0	365.0
0.33333	169.0	321.0
0.35897	168.0	269.0
0.38462	131.0	296.0
0.41026	104.0	257.0
0.4359	152.0	227.0
0.46154	137.0	197.0
0.48718	133.0	235.0
0.51282	80.0	214.0
0.53846	92.0	188.0
0.5641	92.0	204.0
0.58974	91.0	224.0
0.61538	92.0	170.0
0.64103	72.0	176.0
0.66667	66.0	170.0
0.69231	71.0	137.0
0.71795	62.0	148.0
0.74359	47.0	162.0
0.76923	58.0	141.0
0.79487	62.0	149.0
0.82051	50.0	161.0
0.84615	47.0	116.0
0.87179	55.0	142.0
0.89744	43.0	110.0
0.92308	66.0	119.0
0.94872	52.0	134.0
0.97436	51.0	155.0
1.0	49.0	160.0
