f	pi	p0
0.02564	6249.0	5115.0
0.05128	2215.0	2512.0
0.07692	1296.0	1656.0
0.10256	882.0	1277.0
0.12821	603.0	937.0
0.15385	465.0	815.0
0.17949	444.0	806.0
0.20513	334.0	557.0
0.23077	296.0	506.0
0.25641	280.0	383.0
0.28205	227.0	398.0
0.30769	171.0	332.0
0.33333	180.0	335.0
0.35897	185.0	329.0
0.38462	140.0	321.0
0.41026	102.0	278.0
0.4359	159.0	235.0
0.46154	127.0	218.0
0.48718	94.0	218.0
0.51282	66.0	213.0
0.53846	96.0	219.0
0.5641	95.0	196.0
0.58974	77.0	194.0
0.61538	93.0	206.0
0.64103	68.0	185.0
0.66667	72.0	169.0
0.69231	80.0	161.0
0.71795	62.0	149.0
0.74359	59.0	168.0
0.76923	54.0	125.0
0.79487	74.0	122.0
0.82051	55.0	144.0
0.84615	57.0	118.0
0.87179	43.0	145.0
0.89744	51.0	109.0
0.92308	52.0	108.0
0.94872	52.0	108.0
0.97436	55.0	133.0
1.0	66.0	147.0
