f	pi	p0
0.02564	6390.0	5121.0
0.05128	2267.0	2443.0
0.07692	1398.0	1700.0
0.10256	815.0	1282.0
0.12821	666.0	984.0
0.15385	553.0	878.0
0.17949	402.0	706.0
0.20513	343.0	537.0
0.23077	322.0	506.0
0.25641	279.0	369.0
0.28205	266.0	393.0
0.30769	183.0	358.0
0.33333	186.0	327.0
0.35897	180.0	313.0
0.38462	124.0	298.0
0.41026	116.0	253.0
0.4359	132.0	220.0
0.46154	170.0	242.0
0.48718	113.0	200.0
0.51282	81.0	247.0
0.53846	78.0	201.0
0.5641	79.0	194.0
0.58974	71.0	199.0
0.61538	88.0	185.0
0.64103	67.0	206.0
0.66667	81.0	170.0
0.69231	73.0	133.0
0.71795	79.0	150.0
0.74359	48.0	160.0
0.76923	57.0	138.0
0.79487	75.0	155.0
0.82051	46.0	141.0
0.84615	56.0	143.0
0.87179	63.0	157.0
0.89744	55.0	115.0
0.92308	39.0	122.0
0.94872	48.0	143.0
0.97436	61.0	134.0
1.0	63.0	165.0
