f	pi	p0
0.02564	6324.0	5127.0
0.05128	2389.0	2502.0
0.07692	1361.0	1692.0
0.10256	910.0	1227.0
0.12821	604.0	931.0
0.15385	513.0	823.0
0.17949	443.0	739.0
0.20513	315.0	577.0
0.23077	293.0	480.0
0.25641	276.0	380.0
0.28205	260.0	425.0
0.30769	182.0	324.0
0.33333	164.0	320.0
0.35897	172.0	318.0
0.38462	135.0	318.0
0.41026	111.0	261.0
0.4359	141.0	246.0
0.46154	154.0	226.0
0.48718	138.0	194.0
0.51282	85.0	229.0
0.53846	109.0	191.0
0.5641	82.0	193.0
0.58974	80.0	218.0
0.61538	96.0	173.0
0.64103	66.0	176.0
0.66667	79.0	163.0
0.69231	65.0	134.0
0.71795	72.0	159.0
0.74359	58.0	174.0
0.76923	55.0	121.0
0.79487	80.0	132.0
0.82051	41.0	144.0
0.84615	52.0	140.0
0.87179	48.0	141.0
0.89744	49.0	126.0
0.92308	38.0	133.0
0.94872	52.0	135.0
0.97436	62.0	130.0
1.0	57.0	111.0
